rank,candidate_type,candidate_id,candidate_name,primary_date_or_window,score,confidence_level,plain_english_summary,supporting_evidence,limitations,next_check,source_report
184,close_approach_window,CAW_0003,CAW_0003,2000-02-09 to 2000-02-23,43.245,low-to-medium relative priority,CAW_0003 groups multiple close approaches into a short time window.,Pattern source: close_approach_windows.csv. Reason: 2 close approaches; closest distance 0.01337753904 au. Score: 43.245.,Close-approach clustering can occur because the query covers known catalog objects and detection timing is not uniform.,"Check whether grouped objects share orbital elements, parent families, meteor streams, or discovery/observational bias.",close_approach_windows.csv
185,high_energy_fireball_window,HEF_0054,HEF_0054,2016-01-21 to 2016-02-04,43.1,low-to-medium relative priority,HEF_0054 groups high-energy fireballs into a short time window.,Pattern source: high_energy_fireball_windows.csv. Reason: 2 high-energy fireballs; total energy 0.62 kt. Score: 43.1.,A high-energy window can be dominated by one large bolide and does not automatically prove a debris stream.,"Check whether the dates line up with known meteor showers, Taurid activity, Perseids, Geminids, Leonids, or sporadic fireball seasonality.",high_energy_fireball_windows.csv
186,high_energy_fireball_window,HEF_0155,HEF_0155,2023-02-02 to 2023-02-16,43.1,low-to-medium relative priority,HEF_0155 groups high-energy fireballs into a short time window.,Pattern source: high_energy_fireball_windows.csv. Reason: 2 high-energy fireballs; total energy 0.62 kt. Score: 43.1.,A high-energy window can be dominated by one large bolide and does not automatically prove a debris stream.,"Check whether the dates line up with known meteor showers, Taurid activity, Perseids, Geminids, Leonids, or sporadic fireball seasonality.",high_energy_fireball_windows.csv
187,high_energy_fireball_window,HEF_0156,HEF_0156,2023-02-19 to 2023-03-05,43.0,low-to-medium relative priority,HEF_0156 groups high-energy fireballs into a short time window.,Pattern source: high_energy_fireball_windows.csv. Reason: 2 high-energy fireballs; total energy 0.6 kt. Score: 43.0.,A high-energy window can be dominated by one large bolide and does not automatically prove a debris stream.,"Check whether the dates line up with known meteor showers, Taurid activity, Perseids, Geminids, Leonids, or sporadic fireball seasonality.",high_energy_fireball_windows.csv
188,high_energy_fireball_window,HEF_0196,HEF_0196,2025-11-11 to 2025-11-25,43.0,low-to-medium relative priority,HEF_0196 groups high-energy fireballs into a short time window.,Pattern source: high_energy_fireball_windows.csv. Reason: 2 high-energy fireballs; total energy 0.6 kt. Score: 43.0.,A high-energy window can be dominated by one large bolide and does not automatically prove a debris stream.,"Check whether the dates line up with known meteor showers, Taurid activity, Perseids, Geminids, Leonids, or sporadic fireball seasonality.",high_energy_fireball_windows.csv
189,high_energy_fireball_window,HEF_0042,HEF_0042,2015-04-21 to 2015-05-05,42.95,low-to-medium relative priority,HEF_0042 groups high-energy fireballs into a short time window.,Pattern source: high_energy_fireball_windows.csv. Reason: 2 high-energy fireballs; total energy 0.59 kt. Score: 42.95.,A high-energy window can be dominated by one large bolide and does not automatically prove a debris stream.,"Check whether the dates line up with known meteor showers, Taurid activity, Perseids, Geminids, Leonids, or sporadic fireball seasonality.",high_energy_fireball_windows.csv
190,high_energy_fireball_window,HEF_0128,HEF_0128,2021-03-05 to 2021-03-19,42.9,low-to-medium relative priority,HEF_0128 groups high-energy fireballs into a short time window.,Pattern source: high_energy_fireball_windows.csv. Reason: 2 high-energy fireballs; total energy 0.58 kt. Score: 42.9.,A high-energy window can be dominated by one large bolide and does not automatically prove a debris stream.,"Check whether the dates line up with known meteor showers, Taurid activity, Perseids, Geminids, Leonids, or sporadic fireball seasonality.",high_energy_fireball_windows.csv
191,high_energy_fireball_window,HEF_0183,HEF_0183,2024-11-29 to 2024-12-13,42.85,low-to-medium relative priority,HEF_0183 groups high-energy fireballs into a short time window.,Pattern source: high_energy_fireball_windows.csv. Reason: 2 high-energy fireballs; total energy 0.57 kt. Score: 42.85.,A high-energy window can be dominated by one large bolide and does not automatically prove a debris stream.,"Check whether the dates line up with known meteor showers, Taurid activity, Perseids, Geminids, Leonids, or sporadic fireball seasonality.",high_energy_fireball_windows.csv
192,high_energy_fireball_window,HEF_0109,HEF_0109,2019-10-22 to 2019-11-05,42.8,low-to-medium relative priority,HEF_0109 groups high-energy fireballs into a short time window.,Pattern source: high_energy_fireball_windows.csv. Reason: 2 high-energy fireballs; total energy 0.56 kt. Score: 42.8.,A high-energy window can be dominated by one large bolide and does not automatically prove a debris stream.,"Check whether the dates line up with known meteor showers, Taurid activity, Perseids, Geminids, Leonids, or sporadic fireball seasonality.",high_energy_fireball_windows.csv
193,repeating_close_approach_object,2002 PN,       (2002 PN),2002-Aug-04 13:32 to 2004-Jan-28 19:47,42.776,low-to-medium relative priority,       (2002 PN) appears multiple times in the close-approach dataset.,Pattern source: repeating_close_approach_objects.csv. Reason: 2 close approaches; minimum distance 0.016225340456 au. Score: 42.776.,Repeat appearance does not imply impact risk; it may simply mean a well-tracked object with a known Earth-crossing orbit.,"Look up the object in the JPL Small-Body Database and compare MOID, orbit class, diameter, and Sentry status.",repeating_close_approach_objects.csv
194,high_energy_fireball_window,HEF_0199,HEF_0199,2026-03-17 to 2026-03-31,42.7,low-to-medium relative priority,HEF_0199 groups high-energy fireballs into a short time window.,Pattern source: high_energy_fireball_windows.csv. Reason: 2 high-energy fireballs; total energy 0.54 kt. Score: 42.7.,A high-energy window can be dominated by one large bolide and does not automatically prove a debris stream.,"Check whether the dates line up with known meteor showers, Taurid activity, Perseids, Geminids, Leonids, or sporadic fireball seasonality.",high_energy_fireball_windows.csv
195,close_approach_window,CAW_0002,CAW_0002,2000-01-24 to 2000-02-07,42.665,low-to-medium relative priority,CAW_0002 groups multiple close approaches into a short time window.,Pattern source: close_approach_windows.csv. Reason: 2 close approaches; closest distance 0.013667666531 au. Score: 42.665.,Close-approach clustering can occur because the query covers known catalog objects and detection timing is not uniform.,"Check whether grouped objects share orbital elements, parent families, meteor streams, or discovery/observational bias.",close_approach_windows.csv
196,high_energy_fireball_window,HEF_0138,HEF_0138,2021-12-20 to 2022-01-03,42.65,low-to-medium relative priority,HEF_0138 groups high-energy fireballs into a short time window.,Pattern source: high_energy_fireball_windows.csv. Reason: 2 high-energy fireballs; total energy 0.53 kt. Score: 42.65.,A high-energy window can be dominated by one large bolide and does not automatically prove a debris stream.,"Check whether the dates line up with known meteor showers, Taurid activity, Perseids, Geminids, Leonids, or sporadic fireball seasonality.",high_energy_fireball_windows.csv
197,high_energy_fireball_window,HEF_0073,HEF_0073,2017-04-30 to 2017-05-14,42.6,low-to-medium relative priority,HEF_0073 groups high-energy fireballs into a short time window.,Pattern source: high_energy_fireball_windows.csv. Reason: 2 high-energy fireballs; total energy 0.52 kt. Score: 42.6.,A high-energy window can be dominated by one large bolide and does not automatically prove a debris stream.,"Check whether the dates line up with known meteor showers, Taurid activity, Perseids, Geminids, Leonids, or sporadic fireball seasonality.",high_energy_fireball_windows.csv
198,high_energy_fireball_window,HEF_0141,HEF_0141,2022-02-17 to 2022-03-03,42.6,low-to-medium relative priority,HEF_0141 groups high-energy fireballs into a short time window.,Pattern source: high_energy_fireball_windows.csv. Reason: 2 high-energy fireballs; total energy 0.52 kt. Score: 42.6.,A high-energy window can be dominated by one large bolide and does not automatically prove a debris stream.,"Check whether the dates line up with known meteor showers, Taurid activity, Perseids, Geminids, Leonids, or sporadic fireball seasonality.",high_energy_fireball_windows.csv
199,high_energy_fireball_window,HEF_0003,HEF_0003,2012-07-25 to 2012-08-08,42.5,low-to-medium relative priority,HEF_0003 groups high-energy fireballs into a short time window.,Pattern source: high_energy_fireball_windows.csv. Reason: 2 high-energy fireballs; total energy 0.5 kt. Score: 42.5.,A high-energy window can be dominated by one large bolide and does not automatically prove a debris stream.,"Check whether the dates line up with known meteor showers, Taurid activity, Perseids, Geminids, Leonids, or sporadic fireball seasonality.",high_energy_fireball_windows.csv
200,high_energy_fireball_window,HEF_0180,HEF_0180,2024-09-23 to 2024-10-07,42.5,low-to-medium relative priority,HEF_0180 groups high-energy fireballs into a short time window.,Pattern source: high_energy_fireball_windows.csv. Reason: 2 high-energy fireballs; total energy 0.5 kt. Score: 42.5.,A high-energy window can be dominated by one large bolide and does not automatically prove a debris stream.,"Check whether the dates line up with known meteor showers, Taurid activity, Perseids, Geminids, Leonids, or sporadic fireball seasonality.",high_energy_fireball_windows.csv
201,high_energy_fireball_window,HEF_0065,HEF_0065,2016-09-14 to 2016-09-28,42.35,low-to-medium relative priority,HEF_0065 groups high-energy fireballs into a short time window.,Pattern source: high_energy_fireball_windows.csv. Reason: 2 high-energy fireballs; total energy 0.47 kt. Score: 42.35.,A high-energy window can be dominated by one large bolide and does not automatically prove a debris stream.,"Check whether the dates line up with known meteor showers, Taurid activity, Perseids, Geminids, Leonids, or sporadic fireball seasonality.",high_energy_fireball_windows.csv
202,high_energy_fireball_window,HEF_0118,HEF_0118,2020-07-12 to 2020-07-26,42.2,low-to-medium relative priority,HEF_0118 groups high-energy fireballs into a short time window.,Pattern source: high_energy_fireball_windows.csv. Reason: 2 high-energy fireballs; total energy 0.44 kt. Score: 42.2.,A high-energy window can be dominated by one large bolide and does not automatically prove a debris stream.,"Check whether the dates line up with known meteor showers, Taurid activity, Perseids, Geminids, Leonids, or sporadic fireball seasonality.",high_energy_fireball_windows.csv
203,high_energy_fireball_window,HEF_0030,HEF_0030,2014-07-29 to 2014-08-12,42.15,low-to-medium relative priority,HEF_0030 groups high-energy fireballs into a short time window.,Pattern source: high_energy_fireball_windows.csv. Reason: 2 high-energy fireballs; total energy 0.43 kt. Score: 42.15.,A high-energy window can be dominated by one large bolide and does not automatically prove a debris stream.,"Check whether the dates line up with known meteor showers, Taurid activity, Perseids, Geminids, Leonids, or sporadic fireball seasonality.",high_energy_fireball_windows.csv
204,high_energy_fireball_window,HEF_0074,HEF_0074,2017-05-22 to 2017-06-05,42.15,low-to-medium relative priority,HEF_0074 groups high-energy fireballs into a short time window.,Pattern source: high_energy_fireball_windows.csv. Reason: 2 high-energy fireballs; total energy 0.43 kt. Score: 42.15.,A high-energy window can be dominated by one large bolide and does not automatically prove a debris stream.,"Check whether the dates line up with known meteor showers, Taurid activity, Perseids, Geminids, Leonids, or sporadic fireball seasonality.",high_energy_fireball_windows.csv
205,high_energy_fireball_window,HEF_0071,HEF_0071,2017-02-22 to 2017-03-08,42.05,low-to-medium relative priority,HEF_0071 groups high-energy fireballs into a short time window.,Pattern source: high_energy_fireball_windows.csv. Reason: 2 high-energy fireballs; total energy 0.41 kt. Score: 42.05.,A high-energy window can be dominated by one large bolide and does not automatically prove a debris stream.,"Check whether the dates line up with known meteor showers, Taurid activity, Perseids, Geminids, Leonids, or sporadic fireball seasonality.",high_energy_fireball_windows.csv
206,high_energy_fireball_window,HEF_0146,HEF_0146,2022-06-14 to 2022-06-28,42.05,low-to-medium relative priority,HEF_0146 groups high-energy fireballs into a short time window.,Pattern source: high_energy_fireball_windows.csv. Reason: 2 high-energy fireballs; total energy 0.41 kt. Score: 42.05.,A high-energy window can be dominated by one large bolide and does not automatically prove a debris stream.,"Check whether the dates line up with known meteor showers, Taurid activity, Perseids, Geminids, Leonids, or sporadic fireball seasonality.",high_energy_fireball_windows.csv
207,high_energy_fireball_window,HEF_0076,HEF_0076,2017-07-13 to 2017-07-27,41.85,low-to-medium relative priority,HEF_0076 groups high-energy fireballs into a short time window.,Pattern source: high_energy_fireball_windows.csv. Reason: 2 high-energy fireballs; total energy 0.37 kt. Score: 41.85.,A high-energy window can be dominated by one large bolide and does not automatically prove a debris stream.,"Check whether the dates line up with known meteor showers, Taurid activity, Perseids, Geminids, Leonids, or sporadic fireball seasonality.",high_energy_fireball_windows.csv
208,high_energy_fireball_window,HEF_0133,HEF_0133,2021-07-29 to 2021-08-12,41.8,low-to-medium relative priority,HEF_0133 groups high-energy fireballs into a short time window.,Pattern source: high_energy_fireball_windows.csv. Reason: 2 high-energy fireballs; total energy 0.36 kt. Score: 41.8.,A high-energy window can be dominated by one large bolide and does not automatically prove a debris stream.,"Check whether the dates line up with known meteor showers, Taurid activity, Perseids, Geminids, Leonids, or sporadic fireball seasonality.",high_energy_fireball_windows.csv
209,high_energy_fireball_window,HEF_0101,HEF_0101,2019-04-06 to 2019-04-20,41.7,low-to-medium relative priority,HEF_0101 groups high-energy fireballs into a short time window.,Pattern source: high_energy_fireball_windows.csv. Reason: 2 high-energy fireballs; total energy 0.34 kt. Score: 41.7.,A high-energy window can be dominated by one large bolide and does not automatically prove a debris stream.,"Check whether the dates line up with known meteor showers, Taurid activity, Perseids, Geminids, Leonids, or sporadic fireball seasonality.",high_energy_fireball_windows.csv
210,high_energy_fireball_window,HEF_0150,HEF_0150,2022-10-20 to 2022-11-03,41.65,low-to-medium relative priority,HEF_0150 groups high-energy fireballs into a short time window.,Pattern source: high_energy_fireball_windows.csv. Reason: 2 high-energy fireballs; total energy 0.33 kt. Score: 41.65.,A high-energy window can be dominated by one large bolide and does not automatically prove a debris stream.,"Check whether the dates line up with known meteor showers, Taurid activity, Perseids, Geminids, Leonids, or sporadic fireball seasonality.",high_energy_fireball_windows.csv
211,high_energy_fireball_window,HEF_0082,HEF_0082,2017-12-31 to 2018-01-14,41.6,low-to-medium relative priority,HEF_0082 groups high-energy fireballs into a short time window.,Pattern source: high_energy_fireball_windows.csv. Reason: 2 high-energy fireballs; total energy 0.32 kt. Score: 41.6.,A high-energy window can be dominated by one large bolide and does not automatically prove a debris stream.,"Check whether the dates line up with known meteor showers, Taurid activity, Perseids, Geminids, Leonids, or sporadic fireball seasonality.",high_energy_fireball_windows.csv
212,high_energy_fireball_window,HEF_0100,HEF_0100,2019-03-15 to 2019-03-29,41.6,low-to-medium relative priority,HEF_0100 groups high-energy fireballs into a short time window.,Pattern source: high_energy_fireball_windows.csv. Reason: 2 high-energy fireballs; total energy 0.32 kt. Score: 41.6.,A high-energy window can be dominated by one large bolide and does not automatically prove a debris stream.,"Check whether the dates line up with known meteor showers, Taurid activity, Perseids, Geminids, Leonids, or sporadic fireball seasonality.",high_energy_fireball_windows.csv
213,repeating_close_approach_object,2025 SY1,       (2025 SY1),2001-Apr-30 03:52 to 2004-Sep-17 18:12,41.566,low-to-medium relative priority,       (2025 SY1) appears multiple times in the close-approach dataset.,Pattern source: repeating_close_approach_objects.csv. Reason: 2 close approaches; minimum distance 0.020341750518 au. Score: 41.566.,Repeat appearance does not imply impact risk; it may simply mean a well-tracked object with a known Earth-crossing orbit.,"Look up the object in the JPL Small-Body Database and compare MOID, orbit class, diameter, and Sentry status.",repeating_close_approach_objects.csv
214,high_energy_fireball_window,HEF_0198,HEF_0198,2026-01-30 to 2026-02-13,41.55,low-to-medium relative priority,HEF_0198 groups high-energy fireballs into a short time window.,Pattern source: high_energy_fireball_windows.csv. Reason: 2 high-energy fireballs; total energy 0.31 kt. Score: 41.55.,A high-energy window can be dominated by one large bolide and does not automatically prove a debris stream.,"Check whether the dates line up with known meteor showers, Taurid activity, Perseids, Geminids, Leonids, or sporadic fireball seasonality.",high_energy_fireball_windows.csv
215,high_energy_fireball_window,HEF_0099,HEF_0099,2019-02-18 to 2019-03-04,41.5,low-to-medium relative priority,HEF_0099 groups high-energy fireballs into a short time window.,Pattern source: high_energy_fireball_windows.csv. Reason: 1 high-energy fireballs; total energy 4.3 kt. Score: 41.5.,A high-energy window can be dominated by one large bolide and does not automatically prove a debris stream.,"Check whether the dates line up with known meteor showers, Taurid activity, Perseids, Geminids, Leonids, or sporadic fireball seasonality.",high_energy_fireball_windows.csv
216,high_energy_fireball_window,HEF_0187,HEF_0187,2025-02-22 to 2025-03-08,41.5,low-to-medium relative priority,HEF_0187 groups high-energy fireballs into a short time window.,Pattern source: high_energy_fireball_windows.csv. Reason: 2 high-energy fireballs; total energy 0.3 kt. Score: 41.5.,A high-energy window can be dominated by one large bolide and does not automatically prove a debris stream.,"Check whether the dates line up with known meteor showers, Taurid activity, Perseids, Geminids, Leonids, or sporadic fireball seasonality.",high_energy_fireball_windows.csv
217,high_energy_fireball_window,HEF_0130,HEF_0130,2021-05-02 to 2021-05-16,41.4,low-to-medium relative priority,HEF_0130 groups high-energy fireballs into a short time window.,Pattern source: high_energy_fireball_windows.csv. Reason: 2 high-energy fireballs; total energy 0.28 kt. Score: 41.4.,A high-energy window can be dominated by one large bolide and does not automatically prove a debris stream.,"Check whether the dates line up with known meteor showers, Taurid activity, Perseids, Geminids, Leonids, or sporadic fireball seasonality.",high_energy_fireball_windows.csv
218,high_energy_fireball_window,HEF_0137,HEF_0137,2021-11-28 to 2021-12-12,41.35,low-to-medium relative priority,HEF_0137 groups high-energy fireballs into a short time window.,Pattern source: high_energy_fireball_windows.csv. Reason: 2 high-energy fireballs; total energy 0.27 kt. Score: 41.35.,A high-energy window can be dominated by one large bolide and does not automatically prove a debris stream.,"Check whether the dates line up with known meteor showers, Taurid activity, Perseids, Geminids, Leonids, or sporadic fireball seasonality.",high_energy_fireball_windows.csv
219,high_energy_fireball_window,HEF_0037,HEF_0037,2014-12-12 to 2014-12-26,41.3,low-to-medium relative priority,HEF_0037 groups high-energy fireballs into a short time window.,Pattern source: high_energy_fireball_windows.csv. Reason: 2 high-energy fireballs; total energy 0.26 kt. Score: 41.3.,A high-energy window can be dominated by one large bolide and does not automatically prove a debris stream.,"Check whether the dates line up with known meteor showers, Taurid activity, Perseids, Geminids, Leonids, or sporadic fireball seasonality.",high_energy_fireball_windows.csv
220,high_energy_fireball_window,HEF_0174,HEF_0174,2024-05-05 to 2024-05-19,41.3,low-to-medium relative priority,HEF_0174 groups high-energy fireballs into a short time window.,Pattern source: high_energy_fireball_windows.csv. Reason: 2 high-energy fireballs; total energy 0.26 kt. Score: 41.3.,A high-energy window can be dominated by one large bolide and does not automatically prove a debris stream.,"Check whether the dates line up with known meteor showers, Taurid activity, Perseids, Geminids, Leonids, or sporadic fireball seasonality.",high_energy_fireball_windows.csv
221,high_energy_fireball_window,HEF_0186,HEF_0186,2025-02-02 to 2025-02-16,41.3,low-to-medium relative priority,HEF_0186 groups high-energy fireballs into a short time window.,Pattern source: high_energy_fireball_windows.csv. Reason: 2 high-energy fireballs; total energy 0.26 kt. Score: 41.3.,A high-energy window can be dominated by one large bolide and does not automatically prove a debris stream.,"Check whether the dates line up with known meteor showers, Taurid activity, Perseids, Geminids, Leonids, or sporadic fireball seasonality.",high_energy_fireball_windows.csv
222,high_energy_fireball_window,HEF_0159,HEF_0159,2023-04-26 to 2023-05-10,41.2,low-to-medium relative priority,HEF_0159 groups high-energy fireballs into a short time window.,Pattern source: high_energy_fireball_windows.csv. Reason: 2 high-energy fireballs; total energy 0.24 kt. Score: 41.2.,A high-energy window can be dominated by one large bolide and does not automatically prove a debris stream.,"Check whether the dates line up with known meteor showers, Taurid activity, Perseids, Geminids, Leonids, or sporadic fireball seasonality.",high_energy_fireball_windows.csv
223,high_energy_fireball_window,HEF_0106,HEF_0106,2019-08-16 to 2019-08-30,41.15,low-to-medium relative priority,HEF_0106 groups high-energy fireballs into a short time window.,Pattern source: high_energy_fireball_windows.csv. Reason: 2 high-energy fireballs; total energy 0.23 kt. Score: 41.15.,A high-energy window can be dominated by one large bolide and does not automatically prove a debris stream.,"Check whether the dates line up with known meteor showers, Taurid activity, Perseids, Geminids, Leonids, or sporadic fireball seasonality.",high_energy_fireball_windows.csv
224,high_energy_fireball_window,HEF_0144,HEF_0144,2022-04-12 to 2022-04-26,41.1,low-to-medium relative priority,HEF_0144 groups high-energy fireballs into a short time window.,Pattern source: high_energy_fireball_windows.csv. Reason: 2 high-energy fireballs; total energy 0.22 kt. Score: 41.1.,A high-energy window can be dominated by one large bolide and does not automatically prove a debris stream.,"Check whether the dates line up with known meteor showers, Taurid activity, Perseids, Geminids, Leonids, or sporadic fireball seasonality.",high_energy_fireball_windows.csv
225,repeating_close_approach_object,2020 DK,       (2020 DK),2000-Mar-11 10:50 to 2004-Mar-08 13:42,40.626,low-to-medium relative priority,       (2020 DK) appears multiple times in the close-approach dataset.,Pattern source: repeating_close_approach_objects.csv. Reason: 2 close approaches; minimum distance 0.024188605712 au. Score: 40.626.,Repeat appearance does not imply impact risk; it may simply mean a well-tracked object with a known Earth-crossing orbit.,"Look up the object in the JPL Small-Body Database and compare MOID, orbit class, diameter, and Sentry status.",repeating_close_approach_objects.csv
